Airline,Price,Departure,Arrival,DepartureDate,DayOfWeek,Month
IB,583.17,2024-09-21T23:40:00,2024-09-22T13:25:00,2024-09-21,5,9
AF,584.25,2024-09-21T16:30:00,2024-09-22T05:55:00,2024-09-21,5,9
AF,584.25,2024-09-21T17:30:00,2024-09-22T06:45:00,2024-09-21,5,9
AF,584.25,2024-09-21T16:30:00,2024-09-22T05:55:00,2024-09-21,5,9
AF,584.25,2024-09-21T21:30:00,2024-09-22T11:05:00,2024-09-21,5,9
AF,584.25,2024-09-21T18:30:00,2024-09-22T08:05:00,2024-09-21,5,9
VS,584.25,2024-09-21T19:30:00,2024-09-22T09:15:00,2024-09-21,5,9
AF,595.55,2024-09-21T18:30:00,2024-09-22T08:05:00,2024-09-21,5,9
AF,595.55,2024-09-21T17:35:00,2024-09-22T06:50:00,2024-09-21,5,9
AF,595.55,2024-09-21T21:15:00,2024-09-22T10:30:00,2024-09-21,5,9
AF,595.55,2024-09-21T21:15:00,2024-09-22T10:30:00,2024-09-21,5,9
TK,608.48,2024-09-21T00:20:00,2024-09-21T17:15:00,2024-09-21,5,9
IB,608.72,2024-09-21T17:00:00,2024-09-22T07:15:00,2024-09-21,5,9
LH,608.96,2024-09-21T15:45:00,2024-09-22T05:25:00,2024-09-21,5,9
OS,614.15,2024-09-21T21:45:00,2024-09-22T11:55:00,2024-09-21,5,9
OS,614.15,2024-09-21T19:00:00,2024-09-22T08:00:00,2024-09-21,5,9
AZ,624.32,2024-09-21T09:50:00,2024-09-21T11:06:00,2024-09-21,5,9
AZ,624.32,2024-09-21T11:11:00,2024-09-21T14:22:00,2024-09-21,5,9
AZ,624.32,2024-09-21T07:00:00,2024-09-21T10:14:00,2024-09-21,5,9
IB,627.72,2024-09-21T15:12:00,2024-09-21T17:30:00,2024-09-21,5,9
LX,635.34,2024-09-21T19:25:00,2024-09-22T09:15:00,2024-09-21,5,9
IB,642.54,2024-09-21T20:45:00,2024-09-22T10:10:00,2024-09-21,5,9
IB,642.54,2024-09-21T20:45:00,2024-09-22T10:10:00,2024-09-21,5,9
VS,665.55,2024-09-21T19:40:00,2024-09-22T09:15:00,2024-09-21,5,9
MS,691.81,2024-09-21T12:00:00,2024-09-22T05:20:00,2024-09-21,5,9
EI,706.06,2024-09-21T21:05:00,2024-09-22T08:50:00,2024-09-21,5,9
EI,706.06,2024-09-21T16:55:00,2024-09-22T04:25:00,2024-09-21,5,9
EI,706.06,2024-09-21T21:05:00,2024-09-22T08:50:00,2024-09-21,5,9
TK,715.48,2024-09-21T19:25:00,2024-09-22T12:35:00,2024-09-21,5,9
LX,718.34,2024-09-21T19:25:00,2024-09-22T09:15:00,2024-09-21,5,9
LX,718.34,2024-09-21T19:25:00,2024-09-22T09:15:00,2024-09-21,5,9
EI,728.06,2024-09-21T16:55:00,2024-09-22T04:25:00,2024-09-21,5,9
LO,751.28,2024-09-21T17:45:00,2024-09-22T08:15:00,2024-09-21,5,9
LO,751.28,2024-09-21T17:45:00,2024-09-22T08:15:00,2024-09-21,5,9
AF,1064.25,2024-09-21T23:15:00,2024-09-22T12:40:00,2024-09-21,5,9
AF,1064.25,2024-09-21T23:15:00,2024-09-22T12:40:00,2024-09-21,5,9
AZ,1192.32,2024-09-21T14:20:00,2024-09-21T15:49:00,2024-09-21,5,9
UX,1231.62,2024-09-21T18:20:00,2024-09-22T07:45:00,2024-09-21,5,9
IB,3189.35,2024-09-21T16:45:00,2024-09-22T06:10:00,2024-09-21,5,9
IB,3758.57,2024-09-21T19:05:00,2024-09-22T08:25:00,2024-09-21,5,9
IB,3758.57,2024-09-21T19:05:00,2024-09-22T08:25:00,2024-09-21,5,9
LX,4110.84,2024-09-21T19:00:00,2024-09-22T05:00:00,2024-09-21,5,9
SN,4111.96,2024-09-21T18:00:00,2024-09-22T07:00:00,2024-09-21,5,9
SN,4111.96,2024-09-21T18:00:00,2024-09-22T07:00:00,2024-09-21,5,9
LX,4121.41,2024-09-21T19:25:00,2024-09-22T09:15:00,2024-09-21,5,9
SN,4816.55,2024-09-21T18:10:00,2024-09-22T07:40:00,2024-09-21,5,9
UX,370.62,2024-09-22T22:05:00,2024-09-23T11:25:00,2024-09-22,6,9
TP,394.66,2024-09-22T22:05:00,2024-09-23T10:10:00,2024-09-22,6,9
TP,394.66,2024-09-22T22:05:00,2024-09-23T10:10:00,2024-09-22,6,9
S4,408.57,2024-09-22T20:55:00,2024-09-23T06:50:00,2024-09-22,6,9
S4,408.57,2024-09-22T20:55:00,2024-09-23T06:50:00,2024-09-22,6,9
S4,408.57,2024-09-22T20:55:00,2024-09-23T06:50:00,2024-09-22,6,9
AT,436.2,2024-09-22T20:45:00,2024-09-23T08:50:00,2024-09-22,6,9
AZ,448.32,2024-09-22T11:30:00,2024-09-22T13:14:00,2024-09-22,6,9
AZ,448.32,2024-09-22T11:11:00,2024-09-22T14:22:00,2024-09-22,6,9
AZ,448.32,2024-09-22T07:00:00,2024-09-22T10:14:00,2024-09-22,6,9
UA,448.32,2024-09-22T09:00:00,2024-09-22T10:32:00,2024-09-22,6,9
UA,448.32,2024-09-22T09:00:00,2024-09-22T10:32:00,2024-09-22,6,9
AC,448.32,2024-09-22T09:00:00,2024-09-22T10:32:00,2024-09-22,6,9
AC,448.32,2024-09-22T09:00:00,2024-09-22T10:32:00,2024-09-22,6,9
UA,453.62,2024-09-22T15:45:00,2024-09-22T17:28:00,2024-09-22,6,9
UA,453.62,2024-09-22T10:30:00,2024-09-22T12:13:00,2024-09-22,6,9
AC,453.62,2024-09-22T15:45:00,2024-09-22T17:28:00,2024-09-22,6,9
AC,453.62,2024-09-22T10:30:00,2024-09-22T12:13:00,2024-09-22,6,9
AC,453.62,2024-09-22T15:45:00,2024-09-22T17:28:00,2024-09-22,6,9
TK,462.48,2024-09-22T12:40:00,2024-09-23T05:20:00,2024-09-22,6,9
TK,462.48,2024-09-22T00:20:00,2024-09-22T17:15:00,2024-09-22,6,9
TK,462.48,2024-09-22T19:25:00,2024-09-23T12:35:00,2024-09-22,6,9
TK,462.48,2024-09-22T06:55:00,2024-09-22T23:40:00,2024-09-22,6,9
UA,465.25,2024-09-22T20:30:00,2024-09-23T10:25:00,2024-09-22,6,9
UA,465.25,2024-09-22T16:15:00,2024-09-23T06:10:00,2024-09-22,6,9
UA,466.16,2024-09-22T17:30:00,2024-09-23T07:30:00,2024-09-22,6,9
UA,466.16,2024-09-22T17:30:00,2024-09-23T07:30:00,2024-09-22,6,9
UA,466.37,2024-09-22T15:45:00,2024-09-23T05:25:00,2024-09-22,6,9
UA,466.37,2024-09-22T21:50:00,2024-09-23T11:45:00,2024-09-22,6,9
UA,466.37,2024-09-22T21:50:00,2024-09-23T11:45:00,2024-09-22,6,9
UA,466.37,2024-09-22T15:45:00,2024-09-23T05:25:00,2024-09-22,6,9
UA,471.88,2024-09-22T18:10:00,2024-09-23T07:40:00,2024-09-22,6,9
LX,482.84,2024-09-22T19:00:00,2024-09-23T05:00:00,2024-09-22,6,9
LH,483.75,2024-09-22T17:20:00,2024-09-23T07:20:00,2024-09-22,6,9
LH,483.75,2024-09-22T17:20:00,2024-09-23T07:20:00,2024-09-22,6,9
LH,483.96,2024-09-22T20:00:00,2024-09-23T04:00:00,2024-09-22,6,9
LH,483.96,2024-09-22T20:00:00,2024-09-23T04:00:00,2024-09-22,6,9
LH,483.96,2024-09-22T15:45:00,2024-09-23T05:25:00,2024-09-22,6,9
LH,483.96,2024-09-22T20:00:00,2024-09-23T11:00:00,2024-09-22,6,9
LH,483.96,2024-09-22T20:00:00,2024-09-23T11:00:00,2024-09-22,6,9
LH,483.96,2024-09-22T18:00:00,2024-09-23T07:00:00,2024-09-22,6,9
LH,483.96,2024-09-22T21:50:00,2024-09-23T11:45:00,2024-09-22,6,9
LH,483.96,2024-09-22T21:50:00,2024-09-23T11:45:00,2024-09-22,6,9
TP,487.66,2024-09-22T16:35:00,2024-09-22T18:04:00,2024-09-22,6,9
TP,487.66,2024-09-22T11:55:00,2024-09-22T13:05:00,2024-09-22,6,9
TP,487.66,2024-09-22T16:35:00,2024-09-22T18:04:00,2024-09-22,6,9
TP,487.66,2024-09-22T11:55:00,2024-09-22T13:05:00,2024-09-22,6,9
OS,489.15,2024-09-22T19:00:00,2024-09-23T08:00:00,2024-09-22,6,9
OS,489.15,2024-09-22T19:00:00,2024-09-23T08:00:00,2024-09-22,6,9
LH,491.28,2024-09-22T09:00:00,2024-09-22T21:00:00,2024-09-22,6,9
FI,503.07,2024-09-22T23:10:00,2024-09-23T08:55:00,2024-09-22,6,9
LH,506.81,2024-09-22T09:00:00,2024-09-22T21:00:00,2024-09-22,6,9
AZ,517.32,2024-09-22T16:05:00,2024-09-23T06:40:00,2024-09-22,6,9
AZ,517.32,2024-09-22T17:40:00,2024-09-23T08:15:00,2024-09-22,6,9
AZ,517.32,2024-09-22T21:30:00,2024-09-23T12:05:00,2024-09-22,6,9
AZ,517.32,2024-09-22T11:21:00,2024-09-22T12:45:00,2024-09-22,6,9
AF,528.25,2024-09-22T16:30:00,2024-09-23T05:55:00,2024-09-22,6,9
AF,528.25,2024-09-22T21:30:00,2024-09-23T11:05:00,2024-09-22,6,9
AF,528.25,2024-09-22T18:30:00,2024-09-23T08:05:00,2024-09-22,6,9
AF,540.55,2024-09-22T17:35:00,2024-09-23T06:50:00,2024-09-22,6,9
AF,540.55,2024-09-22T21:15:00,2024-09-23T10:35:00,2024-09-22,6,9
AF,540.55,2024-09-22T21:15:00,2024-09-23T10:35:00,2024-09-22,6,9
IB,541.17,2024-09-22T23:40:00,2024-09-23T13:25:00,2024-09-22,6,9
IB,541.17,2024-09-22T23:40:00,2024-09-23T13:25:00,2024-09-22,6,9
LX,551.84,2024-09-22T16:15:00,2024-09-23T06:10:00,2024-09-22,6,9
LX,551.84,2024-09-22T20:30:00,2024-09-23T10:25:00,2024-09-22,6,9
LX,551.84,2024-09-22T19:00:00,2024-09-23T05:00:00,2024-09-22,6,9
LX,551.84,2024-09-22T20:30:00,2024-09-23T10:25:00,2024-09-22,6,9
IB,553.72,2024-09-22T17:00:00,2024-09-23T07:15:00,2024-09-22,6,9
IB,568.72,2024-09-22T15:12:00,2024-09-22T17:30:00,2024-09-22,6,9
TK,571.48,2024-09-22T19:25:00,2024-09-23T12:35:00,2024-09-22,6,9
IB,587.54,2024-09-22T19:05:00,2024-09-23T08:25:00,2024-09-22,6,9
AY,593.05,2024-09-22T22:55:00,2024-09-23T14:00:00,2024-09-22,6,9
AY,593.05,2024-09-22T22:55:00,2024-09-23T14:00:00,2024-09-22,6,9
AZ,595.51,2024-09-22T18:00:00,2024-09-22T21:31:00,2024-09-22,6,9
EI,604.06,2024-09-22T21:05:00,2024-09-23T08:50:00,2024-09-22,6,9
LH,609.96,2024-09-22T04:00:00,2024-09-22T17:25:00,2024-09-22,6,9
LH,609.96,2024-09-22T04:00:00,2024-09-22T17:25:00,2024-09-22,6,9
EI,610.06,2024-09-22T21:05:00,2024-09-23T08:50:00,2024-09-22,6,9
EI,610.06,2024-09-22T16:55:00,2024-09-23T04:25:00,2024-09-22,6,9
EI,610.06,2024-09-22T16:55:00,2024-09-23T04:25:00,2024-09-22,6,9
SN,615.47,2024-09-22T18:10:00,2024-09-23T07:40:00,2024-09-22,6,9
SN,615.47,2024-09-22T18:10:00,2024-09-23T07:40:00,2024-09-22,6,9
MS,691.81,2024-09-22T12:00:00,2024-09-23T05:20:00,2024-09-22,6,9
AZ,693.32,2024-09-22T14:20:00,2024-09-22T15:49:00,2024-09-22,6,9
AZ,698.51,2024-09-22T21:15:00,2024-09-23T00:22:00,2024-09-22,6,9
LX,722.34,2024-09-22T19:25:00,2024-09-23T09:15:00,2024-09-22,6,9
LX,722.34,2024-09-22T19:25:00,2024-09-23T09:15:00,2024-09-22,6,9
LO,751.28,2024-09-22T17:45:00,2024-09-23T08:15:00,2024-09-22,6,9
AF,1009.25,2024-09-22T23:15:00,2024-09-23T12:40:00,2024-09-22,6,9
AF,1009.25,2024-09-22T23:15:00,2024-09-23T12:40:00,2024-09-22,6,9
IB,1017.54,2024-09-22T20:45:00,2024-09-23T10:10:00,2024-09-22,6,9
AZ,1136.32,2024-09-22T09:50:00,2024-09-22T11:06:00,2024-09-22,6,9
UX,1231.62,2024-09-22T18:20:00,2024-09-23T07:45:00,2024-09-22,6,9
IB,3189.35,2024-09-22T20:45:00,2024-09-23T10:10:00,2024-09-22,6,9
IB,3189.35,2024-09-22T16:45:00,2024-09-23T06:10:00,2024-09-22,6,9
IB,3189.35,2024-09-22T19:05:00,2024-09-23T08:25:00,2024-09-22,6,9
AF,3709.93,2024-09-22T01:00:00,2024-09-22T14:15:00,2024-09-22,6,9
AF,3709.93,2024-09-22T01:00:00,2024-09-22T14:15:00,2024-09-22,6,9
LX,4110.84,2024-09-22T19:00:00,2024-09-23T05:00:00,2024-09-22,6,9
SN,4117.47,2024-09-22T18:10:00,2024-09-23T07:40:00,2024-09-22,6,9
LX,4121.41,2024-09-22T19:25:00,2024-09-23T09:15:00,2024-09-22,6,9
TP,394.66,2024-09-23T22:05:00,2024-09-24T10:00:00,2024-09-23,0,9
TP,394.66,2024-09-23T22:05:00,2024-09-24T10:00:00,2024-09-23,0,9
S4,408.57,2024-09-23T20:55:00,2024-09-24T06:50:00,2024-09-23,0,9
S4,408.57,2024-09-23T20:55:00,2024-09-24T06:50:00,2024-09-23,0,9
AT,436.2,2024-09-23T20:45:00,2024-09-24T08:50:00,2024-09-23,0,9
AZ,448.32,2024-09-23T11:30:00,2024-09-23T13:14:00,2024-09-23,0,9
AZ,448.32,2024-09-23T11:21:00,2024-09-23T12:45:00,2024-09-23,0,9
AZ,448.32,2024-09-23T11:11:00,2024-09-23T14:22:00,2024-09-23,0,9
AZ,448.32,2024-09-23T07:00:00,2024-09-23T10:14:00,2024-09-23,0,9
UA,448.32,2024-09-23T09:00:00,2024-09-23T10:32:00,2024-09-23,0,9
AC,448.32,2024-09-23T09:00:00,2024-09-23T10:32:00,2024-09-23,0,9
AC,453.62,2024-09-23T15:45:00,2024-09-23T17:28:00,2024-09-23,0,9
AC,453.62,2024-09-23T10:30:00,2024-09-23T12:13:00,2024-09-23,0,9
AC,453.62,2024-09-23T10:30:00,2024-09-23T12:13:00,2024-09-23,0,9
UA,453.62,2024-09-23T10:30:00,2024-09-23T12:13:00,2024-09-23,0,9
TK,462.48,2024-09-23T12:40:00,2024-09-24T05:20:00,2024-09-23,0,9
TK,462.48,2024-09-23T12:40:00,2024-09-24T05:20:00,2024-09-23,0,9
TK,462.48,2024-09-23T19:25:00,2024-09-24T12:35:00,2024-09-23,0,9
UA,465.25,2024-09-23T16:15:00,2024-09-24T06:10:00,2024-09-23,0,9
UA,465.25,2024-09-23T20:30:00,2024-09-24T10:25:00,2024-09-23,0,9
UA,465.25,2024-09-23T16:15:00,2024-09-24T06:10:00,2024-09-23,0,9
UA,466.16,2024-09-23T17:30:00,2024-09-24T07:30:00,2024-09-23,0,9
UA,466.16,2024-09-23T17:30:00,2024-09-24T07:30:00,2024-09-23,0,9
UA,466.37,2024-09-23T15:45:00,2024-09-24T05:25:00,2024-09-23,0,9
UA,471.88,2024-09-23T18:10:00,2024-09-24T07:40:00,2024-09-23,0,9
JU,477.7,2024-09-23T13:50:00,2024-09-24T04:40:00,2024-09-23,0,9
LX,482.84,2024-09-23T19:00:00,2024-09-24T05:00:00,2024-09-23,0,9
LX,482.84,2024-09-23T19:00:00,2024-09-24T05:00:00,2024-09-23,0,9
LH,483.75,2024-09-23T17:20:00,2024-09-24T07:20:00,2024-09-23,0,9
LH,483.75,2024-09-23T17:20:00,2024-09-24T07:20:00,2024-09-23,0,9
LH,483.96,2024-09-23T20:00:00,2024-09-24T04:00:00,2024-09-23,0,9
LH,483.96,2024-09-23T20:00:00,2024-09-24T04:00:00,2024-09-23,0,9
LH,483.96,2024-09-23T18:00:00,2024-09-24T07:00:00,2024-09-23,0,9
LH,483.96,2024-09-23T04:00:00,2024-09-23T17:25:00,2024-09-23,0,9
LH,483.96,2024-09-23T21:50:00,2024-09-24T11:45:00,2024-09-23,0,9
LH,483.96,2024-09-23T21:50:00,2024-09-24T11:45:00,2024-09-23,0,9
LH,483.96,2024-09-23T04:00:00,2024-09-23T17:25:00,2024-09-23,0,9
TP,487.66,2024-09-23T16:35:00,2024-09-23T18:04:00,2024-09-23,0,9
TP,487.66,2024-09-23T11:55:00,2024-09-23T13:05:00,2024-09-23,0,9
TP,487.66,2024-09-23T16:35:00,2024-09-23T18:04:00,2024-09-23,0,9
TP,487.66,2024-09-23T11:55:00,2024-09-23T13:05:00,2024-09-23,0,9
OS,489.15,2024-09-23T21:45:00,2024-09-24T11:55:00,2024-09-23,0,9
OS,489.15,2024-09-23T19:00:00,2024-09-24T08:00:00,2024-09-23,0,9
OS,489.15,2024-09-23T21:45:00,2024-09-24T11:55:00,2024-09-23,0,9
OS,489.15,2024-09-23T19:00:00,2024-09-24T08:00:00,2024-09-23,0,9
IB,501.17,2024-09-23T23:40:00,2024-09-24T13:25:00,2024-09-23,0,9
IB,501.17,2024-09-23T23:40:00,2024-09-24T13:25:00,2024-09-23,0,9
FI,501.73,2024-09-23T20:25:00,2024-09-24T06:15:00,2024-09-23,0,9
FI,501.73,2024-09-23T13:00:00,2024-09-23T22:35:00,2024-09-23,0,9
AZ,517.32,2024-09-23T16:05:00,2024-09-24T06:40:00,2024-09-23,0,9
AZ,517.32,2024-09-23T17:40:00,2024-09-24T08:15:00,2024-09-23,0,9
AZ,517.32,2024-09-23T21:30:00,2024-09-24T12:05:00,2024-09-23,0,9
S4,524.57,2024-09-23T20:55:00,2024-09-24T06:50:00,2024-09-23,0,9
AF,528.25,2024-09-23T16:30:00,2024-09-24T05:55:00,2024-09-23,0,9
AF,528.25,2024-09-23T21:30:00,2024-09-24T11:05:00,2024-09-23,0,9
TK,530.48,2024-09-23T06:55:00,2024-09-23T23:40:00,2024-09-23,0,9
TK,530.48,2024-09-23T06:55:00,2024-09-23T23:40:00,2024-09-23,0,9
UA,535.37,2024-09-23T21:50:00,2024-09-24T11:45:00,2024-09-23,0,9
AF,540.55,2024-09-23T18:30:00,2024-09-24T08:05:00,2024-09-23,0,9
AF,540.55,2024-09-23T17:35:00,2024-09-24T06:50:00,2024-09-23,0,9
AF,540.55,2024-09-23T21:15:00,2024-09-24T10:30:00,2024-09-23,0,9
AF,540.55,2024-09-23T21:15:00,2024-09-24T10:30:00,2024-09-23,0,9
TK,541.98,2024-09-23T06:55:00,2024-09-23T23:40:00,2024-09-23,0,9
TK,541.98,2024-09-23T00:20:00,2024-09-23T17:15:00,2024-09-23,0,9
LX,551.84,2024-09-23T16:15:00,2024-09-24T06:10:00,2024-09-23,0,9
LX,551.84,2024-09-23T20:30:00,2024-09-24T10:25:00,2024-09-23,0,9
LX,551.84,2024-09-23T20:30:00,2024-09-24T10:25:00,2024-09-23,0,9
IB,553.72,2024-09-23T17:00:00,2024-09-24T07:15:00,2024-09-23,0,9
TK,571.48,2024-09-23T19:25:00,2024-09-24T12:35:00,2024-09-23,0,9
TK,571.48,2024-09-23T00:20:00,2024-09-23T17:15:00,2024-09-23,0,9
UA,579.62,2024-09-23T15:45:00,2024-09-23T17:28:00,2024-09-23,0,9
IB,587.54,2024-09-23T20:45:00,2024-09-24T10:10:00,2024-09-23,0,9
AZ,590.32,2024-09-23T09:50:00,2024-09-23T11:06:00,2024-09-23,0,9
UA,592.16,2024-09-23T17:30:00,2024-09-24T07:30:00,2024-09-23,0,9
EI,604.06,2024-09-23T21:05:00,2024-09-24T08:50:00,2024-09-23,0,9
EI,604.06,2024-09-23T16:55:00,2024-09-24T04:25:00,2024-09-23,0,9
EI,604.06,2024-09-23T16:55:00,2024-09-24T04:25:00,2024-09-23,0,9
EI,604.06,2024-09-23T21:05:00,2024-09-24T08:50:00,2024-09-23,0,9
SN,615.47,2024-09-23T18:10:00,2024-09-24T07:40:00,2024-09-23,0,9
LX,636.34,2024-09-23T19:25:00,2024-09-24T09:15:00,2024-09-23,0,9
LX,636.34,2024-09-23T19:25:00,2024-09-24T09:15:00,2024-09-23,0,9
AF,671.25,2024-09-23T18:30:00,2024-09-24T08:05:00,2024-09-23,0,9
IB,676.54,2024-09-23T20:45:00,2024-09-24T10:10:00,2024-09-23,0,9
IB,676.54,2024-09-23T16:45:00,2024-09-24T06:10:00,2024-09-23,0,9
UA,678.16,2024-09-23T17:30:00,2024-09-24T07:30:00,2024-09-23,0,9
MS,683.81,2024-09-23T12:00:00,2024-09-24T05:20:00,2024-09-23,0,9
LO,751.28,2024-09-23T22:20:00,2024-09-24T13:05:00,2024-09-23,0,9
LO,751.28,2024-09-23T17:45:00,2024-09-24T08:15:00,2024-09-23,0,9
LO,751.28,2024-09-23T22:20:00,2024-09-24T13:05:00,2024-09-23,0,9
LO,751.28,2024-09-23T17:45:00,2024-09-24T08:15:00,2024-09-23,0,9
VS,773.25,2024-09-23T22:30:00,2024-09-24T12:10:00,2024-09-23,0,9
AZ,845.32,2024-09-23T14:20:00,2024-09-23T15:49:00,2024-09-23,0,9
UA,918.37,2024-09-23T15:45:00,2024-09-24T05:25:00,2024-09-23,0,9
LH,935.96,2024-09-23T15:45:00,2024-09-24T05:25:00,2024-09-23,0,9
LH,935.96,2024-09-23T20:00:00,2024-09-24T11:00:00,2024-09-23,0,9
LH,935.96,2024-09-23T20:00:00,2024-09-24T11:00:00,2024-09-23,0,9
AF,1009.25,2024-09-23T23:15:00,2024-09-24T12:40:00,2024-09-23,0,9
AF,1009.25,2024-09-23T23:15:00,2024-09-24T12:40:00,2024-09-23,0,9
UX,1231.62,2024-09-23T18:20:00,2024-09-24T07:45:00,2024-09-23,0,9
SN,1387.55,2024-09-23T18:10:00,2024-09-24T07:40:00,2024-09-23,0,9
IB,3758.57,2024-09-23T19:05:00,2024-09-24T08:25:00,2024-09-23,0,9
IB,3758.57,2024-09-23T19:05:00,2024-09-24T08:25:00,2024-09-23,0,9
LX,4110.84,2024-09-23T19:00:00,2024-09-24T05:00:00,2024-09-23,0,9
SN,4111.96,2024-09-23T18:00:00,2024-09-24T07:00:00,2024-09-23,0,9
LX,4121.41,2024-09-23T19:25:00,2024-09-24T09:15:00,2024-09-23,0,9
UX,370.62,2024-09-24T22:05:00,2024-09-25T11:25:00,2024-09-24,1,9
S4,383.57,2024-09-24T20:55:00,2024-09-25T06:50:00,2024-09-24,1,9
S4,383.57,2024-09-24T20:55:00,2024-09-25T06:50:00,2024-09-24,1,9
TP,394.66,2024-09-24T22:05:00,2024-09-25T10:00:00,2024-09-24,1,9
TP,394.66,2024-09-24T22:05:00,2024-09-25T10:00:00,2024-09-24,1,9
S4,408.57,2024-09-24T20:55:00,2024-09-25T06:50:00,2024-09-24,1,9
AT,436.2,2024-09-24T20:45:00,2024-09-25T08:50:00,2024-09-24,1,9
AT,436.2,2024-09-24T11:50:00,2024-09-24T23:55:00,2024-09-24,1,9
AZ,448.32,2024-09-24T17:40:00,2024-09-25T08:15:00,2024-09-24,1,9
AZ,448.32,2024-09-24T11:30:00,2024-09-24T13:14:00,2024-09-24,1,9
AZ,448.32,2024-09-24T09:50:00,2024-09-24T11:06:00,2024-09-24,1,9
AZ,448.32,2024-09-24T11:11:00,2024-09-24T14:22:00,2024-09-24,1,9
AZ,448.32,2024-09-24T07:00:00,2024-09-24T10:14:00,2024-09-24,1,9
UA,448.32,2024-09-24T09:00:00,2024-09-24T10:32:00,2024-09-24,1,9
AC,448.32,2024-09-24T09:00:00,2024-09-24T10:32:00,2024-09-24,1,9
UA,453.62,2024-09-24T15:45:00,2024-09-24T17:28:00,2024-09-24,1,9
AC,453.62,2024-09-24T15:45:00,2024-09-24T17:28:00,2024-09-24,1,9
AC,453.62,2024-09-24T10:30:00,2024-09-24T12:13:00,2024-09-24,1,9
TK,462.48,2024-09-24T00:20:00,2024-09-24T17:15:00,2024-09-24,1,9
TK,462.48,2024-09-24T19:25:00,2024-09-25T12:35:00,2024-09-24,1,9
TK,462.48,2024-09-24T19:25:00,2024-09-25T12:35:00,2024-09-24,1,9
UA,465.25,2024-09-24T20:30:00,2024-09-25T10:25:00,2024-09-24,1,9
UA,465.25,2024-09-24T16:15:00,2024-09-25T06:10:00,2024-09-24,1,9
UA,466.16,2024-09-24T17:30:00,2024-09-25T07:30:00,2024-09-24,1,9
UA,466.16,2024-09-24T17:30:00,2024-09-25T07:30:00,2024-09-24,1,9
UA,466.37,2024-09-24T15:45:00,2024-09-25T05:25:00,2024-09-24,1,9
UA,471.88,2024-09-24T18:10:00,2024-09-25T07:40:00,2024-09-24,1,9
LX,482.84,2024-09-24T19:00:00,2024-09-25T05:00:00,2024-09-24,1,9
LX,482.84,2024-09-24T20:30:00,2024-09-25T10:25:00,2024-09-24,1,9
LH,483.75,2024-09-24T17:20:00,2024-09-25T07:20:00,2024-09-24,1,9
LH,483.75,2024-09-24T17:20:00,2024-09-25T07:20:00,2024-09-24,1,9
LH,483.96,2024-09-24T20:00:00,2024-09-25T04:00:00,2024-09-24,1,9
LH,483.96,2024-09-24T15:45:00,2024-09-25T05:25:00,2024-09-24,1,9
LH,483.96,2024-09-24T20:00:00,2024-09-25T11:00:00,2024-09-24,1,9
LH,483.96,2024-09-24T04:00:00,2024-09-24T17:25:00,2024-09-24,1,9
LH,483.96,2024-09-24T04:00:00,2024-09-24T17:25:00,2024-09-24,1,9
LH,483.96,2024-09-24T21:50:00,2024-09-25T11:45:00,2024-09-24,1,9
LH,483.96,2024-09-24T21:50:00,2024-09-25T11:45:00,2024-09-24,1,9
LH,483.96,2024-09-24T20:00:00,2024-09-25T04:00:00,2024-09-24,1,9
LH,483.96,2024-09-24T20:00:00,2024-09-25T11:00:00,2024-09-24,1,9
LH,483.96,2024-09-24T18:00:00,2024-09-25T07:00:00,2024-09-24,1,9
TP,487.66,2024-09-24T16:35:00,2024-09-24T18:04:00,2024-09-24,1,9
TP,487.66,2024-09-24T11:55:00,2024-09-24T13:05:00,2024-09-24,1,9
TP,487.66,2024-09-24T16:35:00,2024-09-24T18:04:00,2024-09-24,1,9
TP,487.66,2024-09-24T11:55:00,2024-09-24T13:05:00,2024-09-24,1,9
UA,488.7,2024-09-24T21:50:00,2024-09-25T11:45:00,2024-09-24,1,9
UA,488.7,2024-09-24T21:50:00,2024-09-25T11:45:00,2024-09-24,1,9
OS,489.15,2024-09-24T19:00:00,2024-09-25T08:00:00,2024-09-24,1,9
OS,489.15,2024-09-24T19:00:00,2024-09-25T08:00:00,2024-09-24,1,9
SN,489.47,2024-09-24T18:10:00,2024-09-25T07:40:00,2024-09-24,1,9
LH,491.28,2024-09-24T09:00:00,2024-09-24T21:00:00,2024-09-24,1,9
JU,492.7,2024-09-24T13:50:00,2024-09-25T04:40:00,2024-09-24,1,9
FI,501.73,2024-09-24T20:25:00,2024-09-25T06:15:00,2024-09-24,1,9
FI,501.73,2024-09-24T13:00:00,2024-09-24T22:35:00,2024-09-24,1,9
IB,506.17,2024-09-24T23:40:00,2024-09-25T13:25:00,2024-09-24,1,9
LH,506.81,2024-09-24T09:00:00,2024-09-24T21:00:00,2024-09-24,1,9
IB,514.17,2024-09-24T23:40:00,2024-09-25T13:25:00,2024-09-24,1,9
AZ,517.32,2024-09-24T16:05:00,2024-09-25T06:40:00,2024-09-24,1,9
AZ,517.32,2024-09-24T21:30:00,2024-09-25T12:05:00,2024-09-24,1,9
UA,522.62,2024-09-24T10:30:00,2024-09-24T12:13:00,2024-09-24,1,9
AF,528.25,2024-09-24T16:30:00,2024-09-25T05:55:00,2024-09-24,1,9
AF,528.25,2024-09-24T21:30:00,2024-09-25T11:05:00,2024-09-24,1,9
