Airline,Price,Departure,Arrival,DepartureDate,DayOfWeek,Month
TP,262.66,2024-08-07T22:05:00,2024-08-08T10:00:00,2024-08-07,2,8
TP,262.66,2024-08-07T22:05:00,2024-08-08T10:00:00,2024-08-07,2,8
FI,334.07,2024-08-07T23:10:00,2024-08-08T08:55:00,2024-08-07,2,8
FI,353.73,2024-08-07T20:25:00,2024-08-08T06:15:00,2024-08-07,2,8
AT,436.2,2024-08-07T20:45:00,2024-08-08T08:50:00,2024-08-07,2,8
S4,482.57,2024-08-07T20:55:00,2024-08-08T06:50:00,2024-08-07,2,8
AZ,506.51,2024-08-07T20:59:00,2024-08-07T22:36:00,2024-08-07,2,8
AZ,506.51,2024-08-07T21:00:00,2024-08-07T22:40:00,2024-08-07,2,8
AZ,506.51,2024-08-07T19:35:00,2024-08-07T21:37:00,2024-08-07,2,8
AZ,506.51,2024-08-07T19:55:00,2024-08-07T23:28:00,2024-08-07,2,8
TP,537.66,2024-08-07T19:20:00,2024-08-07T20:54:00,2024-08-07,2,8
TP,537.66,2024-08-07T19:20:00,2024-08-07T20:54:00,2024-08-07,2,8
S4,557.57,2024-08-07T20:55:00,2024-08-08T06:50:00,2024-08-07,2,8
TK,571.48,2024-08-07T19:25:00,2024-08-08T12:35:00,2024-08-07,2,8
TK,571.48,2024-08-07T19:25:00,2024-08-08T12:35:00,2024-08-07,2,8
TP,579.85,2024-08-07T22:59:00,2024-08-08T00:17:00,2024-08-07,2,8
TP,579.85,2024-08-07T22:59:00,2024-08-08T00:17:00,2024-08-07,2,8
TP,579.85,2024-08-07T22:59:00,2024-08-08T00:17:00,2024-08-07,2,8
AZ,590.32,2024-08-07T21:30:00,2024-08-08T12:05:00,2024-08-07,2,8
S4,603.57,2024-08-07T20:55:00,2024-08-08T06:50:00,2024-08-07,2,8
UA,608.16,2024-08-07T17:30:00,2024-08-08T07:30:00,2024-08-07,2,8
UA,608.16,2024-08-07T17:30:00,2024-08-08T07:30:00,2024-08-07,2,8
UA,608.37,2024-08-07T21:50:00,2024-08-08T11:45:00,2024-08-07,2,8
UA,608.37,2024-08-07T21:50:00,2024-08-08T11:45:00,2024-08-07,2,8
UA,608.37,2024-08-07T21:50:00,2024-08-08T11:45:00,2024-08-07,2,8
LX,624.84,2024-08-07T19:00:00,2024-08-08T05:00:00,2024-08-07,2,8
LX,624.84,2024-08-07T20:30:00,2024-08-08T10:25:00,2024-08-07,2,8
LX,624.84,2024-08-07T19:00:00,2024-08-08T05:00:00,2024-08-07,2,8
LX,624.84,2024-08-07T20:30:00,2024-08-08T10:25:00,2024-08-07,2,8
LH,625.75,2024-08-07T17:20:00,2024-08-08T07:20:00,2024-08-07,2,8
LH,625.75,2024-08-07T17:20:00,2024-08-08T07:20:00,2024-08-07,2,8
LH,625.96,2024-08-07T20:00:00,2024-08-08T04:00:00,2024-08-07,2,8
LH,625.96,2024-08-07T20:00:00,2024-08-08T04:00:00,2024-08-07,2,8
LH,625.96,2024-08-07T20:00:00,2024-08-08T11:00:00,2024-08-07,2,8
LH,625.96,2024-08-07T20:00:00,2024-08-08T11:00:00,2024-08-07,2,8
LH,625.96,2024-08-07T18:00:00,2024-08-08T07:00:00,2024-08-07,2,8
LH,625.96,2024-08-07T21:50:00,2024-08-08T11:45:00,2024-08-07,2,8
LH,625.96,2024-08-07T21:50:00,2024-08-08T11:45:00,2024-08-07,2,8
OS,631.15,2024-08-07T19:00:00,2024-08-08T08:00:00,2024-08-07,2,8
OS,631.15,2024-08-07T19:00:00,2024-08-08T08:00:00,2024-08-07,2,8
SN,631.47,2024-08-07T18:10:00,2024-08-08T07:40:00,2024-08-07,2,8
SN,631.47,2024-08-07T18:10:00,2024-08-08T07:40:00,2024-08-07,2,8
LX,652.34,2024-08-07T19:25:00,2024-08-08T09:15:00,2024-08-07,2,8
LX,652.34,2024-08-07T19:25:00,2024-08-08T09:15:00,2024-08-07,2,8
LX,652.34,2024-08-07T19:25:00,2024-08-08T09:15:00,2024-08-07,2,8
AF,671.25,2024-08-07T23:15:00,2024-08-08T12:40:00,2024-08-07,2,8
AF,671.25,2024-08-07T21:30:00,2024-08-08T11:05:00,2024-08-07,2,8
AF,671.25,2024-08-07T23:15:00,2024-08-08T12:40:00,2024-08-07,2,8
AF,682.55,2024-08-07T18:30:00,2024-08-08T08:05:00,2024-08-07,2,8
AF,682.55,2024-08-07T17:35:00,2024-08-08T06:50:00,2024-08-07,2,8
AF,682.55,2024-08-07T21:15:00,2024-08-08T10:30:00,2024-08-07,2,8
AF,682.55,2024-08-07T21:15:00,2024-08-08T10:30:00,2024-08-07,2,8
VS,682.55,2024-08-07T19:40:00,2024-08-08T09:15:00,2024-08-07,2,8
VS,699.03,2024-08-07T21:00:00,2024-08-08T09:25:00,2024-08-07,2,8
IB,707.54,2024-08-07T20:45:00,2024-08-08T10:10:00,2024-08-07,2,8
IB,707.54,2024-08-07T19:05:00,2024-08-08T08:25:00,2024-08-07,2,8
IB,707.54,2024-08-07T19:05:00,2024-08-08T08:25:00,2024-08-07,2,8
IB,707.54,2024-08-07T20:45:00,2024-08-08T10:10:00,2024-08-07,2,8
UA,710.82,2024-08-07T19:25:00,2024-08-08T09:15:00,2024-08-07,2,8
VS,712.53,2024-08-07T23:59:00,2024-08-08T12:15:00,2024-08-07,2,8
IB,741.97,2024-08-07T23:40:00,2024-08-08T13:25:00,2024-08-07,2,8
LO,751.28,2024-08-07T22:20:00,2024-08-08T13:05:00,2024-08-07,2,8
LO,751.28,2024-08-07T17:45:00,2024-08-08T08:15:00,2024-08-07,2,8
LO,751.28,2024-08-07T17:45:00,2024-08-08T08:15:00,2024-08-07,2,8
UA,803.16,2024-08-07T17:30:00,2024-08-08T07:30:00,2024-08-07,2,8
EI,871.06,2024-08-07T21:05:00,2024-08-08T08:50:00,2024-08-07,2,8
EI,887.06,2024-08-07T21:05:00,2024-08-08T08:50:00,2024-08-07,2,8
IB,1016.97,2024-08-07T23:40:00,2024-08-08T13:25:00,2024-08-07,2,8
UX,1170.62,2024-08-07T18:15:00,2024-08-08T07:45:00,2024-08-07,2,8
UA,1260.25,2024-08-07T20:30:00,2024-08-08T10:25:00,2024-08-07,2,8
UA,1266.56,2024-08-07T21:45:00,2024-08-08T11:55:00,2024-08-07,2,8
UA,2613.16,2024-08-07T17:30:00,2024-08-08T07:30:00,2024-08-07,2,8
SK,2795.15,2024-08-07T19:10:00,2024-08-08T09:10:00,2024-08-07,2,8
OS,3797.23,2024-08-07T21:45:00,2024-08-08T11:55:00,2024-08-07,2,8
LX,4110.84,2024-08-07T19:00:00,2024-08-08T05:00:00,2024-08-07,2,8
LX,4110.84,2024-08-07T20:30:00,2024-08-08T10:25:00,2024-08-07,2,8
LH,4111.75,2024-08-07T17:20:00,2024-08-08T07:20:00,2024-08-07,2,8
LH,4111.96,2024-08-07T20:00:00,2024-08-08T04:00:00,2024-08-07,2,8
LH,4111.96,2024-08-07T18:00:00,2024-08-08T07:00:00,2024-08-07,2,8
LH,4111.96,2024-08-07T21:50:00,2024-08-08T11:45:00,2024-08-07,2,8
SN,4117.47,2024-08-07T18:10:00,2024-08-08T07:40:00,2024-08-07,2,8
LX,4121.41,2024-08-07T19:25:00,2024-08-08T09:15:00,2024-08-07,2,8
AF,4468.61,2024-08-07T21:30:00,2024-08-08T11:05:00,2024-08-07,2,8
TP,262.66,2024-08-08T22:05:00,2024-08-09T09:55:00,2024-08-08,3,8
TP,262.66,2024-08-08T22:05:00,2024-08-09T09:55:00,2024-08-08,3,8
FI,379.73,2024-08-08T13:00:00,2024-08-08T22:35:00,2024-08-08,3,8
FI,399.73,2024-08-08T20:25:00,2024-08-09T06:15:00,2024-08-08,3,8
S4,408.57,2024-08-08T20:55:00,2024-08-09T06:50:00,2024-08-08,3,8
S4,408.57,2024-08-08T20:55:00,2024-08-09T06:50:00,2024-08-08,3,8
S4,408.57,2024-08-08T20:55:00,2024-08-09T06:50:00,2024-08-08,3,8
UX,420.62,2024-08-08T22:05:00,2024-08-09T11:25:00,2024-08-08,3,8
AT,436.2,2024-08-08T20:45:00,2024-08-09T08:50:00,2024-08-08,3,8
AT,436.2,2024-08-08T11:50:00,2024-08-08T23:55:00,2024-08-08,3,8
AZ,501.32,2024-08-08T14:25:00,2024-08-08T16:00:00,2024-08-08,3,8
AZ,501.32,2024-08-08T11:30:00,2024-08-08T13:16:00,2024-08-08,3,8
AZ,501.32,2024-08-08T11:13:00,2024-08-08T12:41:00,2024-08-08,3,8
AZ,501.32,2024-08-08T09:59:00,2024-08-08T11:19:00,2024-08-08,3,8
AZ,501.32,2024-08-08T08:00:00,2024-08-08T09:46:00,2024-08-08,3,8
AZ,501.32,2024-08-08T11:05:00,2024-08-08T14:15:00,2024-08-08,3,8
AZ,501.32,2024-08-08T07:00:00,2024-08-08T10:13:00,2024-08-08,3,8
AZ,506.51,2024-08-08T21:00:00,2024-08-08T22:40:00,2024-08-08,3,8
AZ,506.51,2024-08-08T15:50:00,2024-08-08T17:31:00,2024-08-08,3,8
TK,517.48,2024-08-08T00:20:00,2024-08-08T17:15:00,2024-08-08,3,8
TK,517.48,2024-08-08T06:55:00,2024-08-08T23:40:00,2024-08-08,3,8
JU,541.7,2024-08-08T19:30:00,2024-08-09T10:20:00,2024-08-08,3,8
JU,541.7,2024-08-08T19:30:00,2024-08-09T10:20:00,2024-08-08,3,8
TP,574.66,2024-08-08T14:59:00,2024-08-08T16:23:00,2024-08-08,3,8
TP,574.66,2024-08-08T13:30:00,2024-08-08T14:48:00,2024-08-08,3,8
TP,574.66,2024-08-08T14:59:00,2024-08-08T16:23:00,2024-08-08,3,8
TP,574.66,2024-08-08T13:30:00,2024-08-08T14:48:00,2024-08-08,3,8
AZ,624.32,2024-08-08T16:05:00,2024-08-09T06:20:00,2024-08-08,3,8
AZ,624.32,2024-08-08T17:40:00,2024-08-09T08:15:00,2024-08-08,3,8
AZ,624.32,2024-08-08T21:30:00,2024-08-09T12:05:00,2024-08-08,3,8
AC,624.32,2024-08-08T09:00:00,2024-08-08T10:29:00,2024-08-08,3,8
AC,624.32,2024-08-08T09:00:00,2024-08-08T10:29:00,2024-08-08,3,8
AC,629.62,2024-08-08T15:45:00,2024-08-08T17:30:00,2024-08-08,3,8
AC,629.62,2024-08-08T10:30:00,2024-08-08T12:15:00,2024-08-08,3,8
UA,641.25,2024-08-08T20:30:00,2024-08-09T10:25:00,2024-08-08,3,8
UA,641.25,2024-08-08T16:15:00,2024-08-09T06:10:00,2024-08-08,3,8
UA,642.16,2024-08-08T17:30:00,2024-08-09T07:30:00,2024-08-08,3,8
UA,642.16,2024-08-08T17:30:00,2024-08-09T07:30:00,2024-08-08,3,8
UA,642.37,2024-08-08T21:50:00,2024-08-09T11:45:00,2024-08-08,3,8
UA,642.37,2024-08-08T21:50:00,2024-08-09T11:45:00,2024-08-08,3,8
UA,642.37,2024-08-08T15:45:00,2024-08-09T05:25:00,2024-08-08,3,8
UA,642.37,2024-08-08T15:45:00,2024-08-09T05:25:00,2024-08-08,3,8
LX,658.84,2024-08-08T20:30:00,2024-08-09T10:25:00,2024-08-08,3,8
LX,658.84,2024-08-08T19:00:00,2024-08-09T05:00:00,2024-08-08,3,8
LX,658.84,2024-08-08T20:30:00,2024-08-09T10:25:00,2024-08-08,3,8
LX,658.84,2024-08-08T19:00:00,2024-08-09T05:00:00,2024-08-08,3,8
LH,659.75,2024-08-08T17:20:00,2024-08-09T07:20:00,2024-08-08,3,8
LH,659.75,2024-08-08T17:20:00,2024-08-09T07:20:00,2024-08-08,3,8
LH,659.96,2024-08-08T20:00:00,2024-08-09T04:00:00,2024-08-08,3,8
LH,659.96,2024-08-08T20:00:00,2024-08-09T04:00:00,2024-08-08,3,8
LH,659.96,2024-08-08T15:45:00,2024-08-09T05:25:00,2024-08-08,3,8
LH,659.96,2024-08-08T20:00:00,2024-08-09T11:00:00,2024-08-08,3,8
LH,659.96,2024-08-08T20:00:00,2024-08-09T11:00:00,2024-08-08,3,8
LH,659.96,2024-08-08T18:00:00,2024-08-09T07:00:00,2024-08-08,3,8
LH,659.96,2024-08-08T04:00:00,2024-08-08T17:25:00,2024-08-08,3,8
LH,659.96,2024-08-08T04:00:00,2024-08-08T17:25:00,2024-08-08,3,8
LH,659.96,2024-08-08T21:50:00,2024-08-09T11:45:00,2024-08-08,3,8
LH,659.96,2024-08-08T21:50:00,2024-08-09T11:45:00,2024-08-08,3,8
OS,665.15,2024-08-08T19:00:00,2024-08-09T08:00:00,2024-08-08,3,8
OS,665.15,2024-08-08T19:00:00,2024-08-09T08:00:00,2024-08-08,3,8
MS,683.81,2024-08-08T12:00:00,2024-08-09T05:20:00,2024-08-08,3,8
LX,686.34,2024-08-08T19:25:00,2024-08-09T09:15:00,2024-08-08,3,8
LX,686.34,2024-08-08T19:25:00,2024-08-09T09:15:00,2024-08-08,3,8
LX,686.34,2024-08-08T19:25:00,2024-08-09T09:15:00,2024-08-08,3,8
MS,691.81,2024-08-08T12:00:00,2024-08-09T05:20:00,2024-08-08,3,8
AF,705.25,2024-08-08T16:30:00,2024-08-09T05:55:00,2024-08-08,3,8
AF,705.25,2024-08-08T01:00:00,2024-08-08T14:15:00,2024-08-08,3,8
AF,705.25,2024-08-08T23:15:00,2024-08-09T12:40:00,2024-08-08,3,8
AF,705.25,2024-08-08T21:30:00,2024-08-09T11:05:00,2024-08-08,3,8
AF,705.25,2024-08-08T23:15:00,2024-08-09T12:40:00,2024-08-08,3,8
AF,705.25,2024-08-08T01:00:00,2024-08-08T14:15:00,2024-08-08,3,8
AF,716.55,2024-08-08T18:30:00,2024-08-09T08:05:00,2024-08-08,3,8
AF,716.55,2024-08-08T17:35:00,2024-08-09T06:50:00,2024-08-08,3,8
AF,716.55,2024-08-08T21:15:00,2024-08-09T10:35:00,2024-08-08,3,8
AF,716.55,2024-08-08T21:15:00,2024-08-09T10:35:00,2024-08-08,3,8
IB,730.72,2024-08-08T17:00:00,2024-08-09T07:15:00,2024-08-08,3,8
IB,741.97,2024-08-08T23:40:00,2024-08-09T13:25:00,2024-08-08,3,8
IB,741.97,2024-08-08T23:40:00,2024-08-09T13:25:00,2024-08-08,3,8
IB,742.54,2024-08-08T20:45:00,2024-08-09T10:10:00,2024-08-08,3,8
IB,742.54,2024-08-08T16:45:00,2024-08-09T06:10:00,2024-08-08,3,8
IB,742.54,2024-08-08T20:45:00,2024-08-09T10:10:00,2024-08-08,3,8
IB,742.54,2024-08-08T19:05:00,2024-08-09T08:25:00,2024-08-08,3,8
IB,742.54,2024-08-08T19:05:00,2024-08-09T08:25:00,2024-08-08,3,8
LO,751.28,2024-08-08T22:20:00,2024-08-09T13:05:00,2024-08-08,3,8
LO,751.28,2024-08-08T17:45:00,2024-08-09T08:15:00,2024-08-08,3,8
IB,755.72,2024-08-08T15:12:00,2024-08-08T17:30:00,2024-08-08,3,8
TK,771.48,2024-08-08T19:25:00,2024-08-09T12:35:00,2024-08-08,3,8
TK,771.48,2024-08-08T19:25:00,2024-08-09T12:35:00,2024-08-08,3,8
AY,788.05,2024-08-08T22:55:00,2024-08-09T14:00:00,2024-08-08,3,8
SN,799.47,2024-08-08T18:10:00,2024-08-09T07:40:00,2024-08-08,3,8
SN,799.47,2024-08-08T18:10:00,2024-08-09T07:40:00,2024-08-08,3,8
UX,1003.62,2024-08-08T18:15:00,2024-08-09T07:45:00,2024-08-08,3,8
EI,2808.09,2024-08-08T16:55:00,2024-08-09T04:25:00,2024-08-08,3,8
EI,2808.09,2024-08-08T16:55:00,2024-08-09T04:25:00,2024-08-08,3,8
OS,3797.23,2024-08-08T21:45:00,2024-08-09T11:55:00,2024-08-08,3,8
SN,4111.96,2024-08-08T18:00:00,2024-08-09T07:00:00,2024-08-08,3,8
UA,6709.75,2024-08-08T09:00:00,2024-08-08T10:29:00,2024-08-08,3,8
UA,6715.05,2024-08-08T15:45:00,2024-08-08T17:30:00,2024-08-08,3,8
TP,262.66,2024-08-09T22:05:00,2024-08-10T10:00:00,2024-08-09,4,8
TP,262.66,2024-08-09T22:05:00,2024-08-10T10:00:00,2024-08-09,4,8
FI,381.07,2024-08-09T23:10:00,2024-08-10T08:55:00,2024-08-09,4,8
AT,436.2,2024-08-09T20:45:00,2024-08-10T08:50:00,2024-08-09,4,8
AT,436.2,2024-08-09T11:50:00,2024-08-09T23:55:00,2024-08-09,4,8
UX,476.62,2024-08-09T22:05:00,2024-08-10T11:25:00,2024-08-09,4,8
FI,499.73,2024-08-09T20:25:00,2024-08-10T06:15:00,2024-08-09,4,8
AZ,501.32,2024-08-09T14:25:00,2024-08-09T16:00:00,2024-08-09,4,8
AZ,501.32,2024-08-09T11:30:00,2024-08-09T13:16:00,2024-08-09,4,8
AZ,501.32,2024-08-09T11:13:00,2024-08-09T12:41:00,2024-08-09,4,8
AZ,501.32,2024-08-09T09:59:00,2024-08-09T11:19:00,2024-08-09,4,8
AZ,501.32,2024-08-09T08:00:00,2024-08-09T09:46:00,2024-08-09,4,8
AZ,501.32,2024-08-09T11:05:00,2024-08-09T14:15:00,2024-08-09,4,8
AZ,501.32,2024-08-09T07:00:00,2024-08-09T10:13:00,2024-08-09,4,8
AZ,506.51,2024-08-09T21:00:00,2024-08-09T22:40:00,2024-08-09,4,8
AZ,506.51,2024-08-09T15:50:00,2024-08-09T17:31:00,2024-08-09,4,8
TP,574.66,2024-08-09T19:20:00,2024-08-09T20:54:00,2024-08-09,4,8
TP,574.66,2024-08-09T14:59:00,2024-08-09T16:23:00,2024-08-09,4,8
TP,574.66,2024-08-09T13:30:00,2024-08-09T14:48:00,2024-08-09,4,8
TP,574.66,2024-08-09T14:59:00,2024-08-09T16:23:00,2024-08-09,4,8
TP,574.66,2024-08-09T13:30:00,2024-08-09T14:48:00,2024-08-09,4,8
AZ,624.32,2024-08-09T16:05:00,2024-08-10T06:40:00,2024-08-09,4,8
AZ,624.32,2024-08-09T19:20:00,2024-08-10T09:55:00,2024-08-09,4,8
AZ,624.32,2024-08-09T21:30:00,2024-08-10T12:05:00,2024-08-09,4,8
AC,624.32,2024-08-09T09:00:00,2024-08-09T10:29:00,2024-08-09,4,8
AC,629.62,2024-08-09T15:45:00,2024-08-09T17:30:00,2024-08-09,4,8
AC,629.62,2024-08-09T10:30:00,2024-08-09T12:15:00,2024-08-09,4,8
AC,629.62,2024-08-09T10:30:00,2024-08-09T12:15:00,2024-08-09,4,8
UA,641.25,2024-08-09T20:30:00,2024-08-10T10:25:00,2024-08-09,4,8
UA,641.25,2024-08-09T16:15:00,2024-08-10T06:10:00,2024-08-09,4,8
UA,642.16,2024-08-09T17:30:00,2024-08-10T07:30:00,2024-08-09,4,8
UA,642.16,2024-08-09T17:30:00,2024-08-10T07:30:00,2024-08-09,4,8
UA,642.37,2024-08-09T15:45:00,2024-08-10T05:25:00,2024-08-09,4,8
UA,642.37,2024-08-09T21:50:00,2024-08-10T11:45:00,2024-08-09,4,8
UA,642.37,2024-08-09T21:50:00,2024-08-10T11:45:00,2024-08-09,4,8
UA,642.37,2024-08-09T15:45:00,2024-08-10T05:25:00,2024-08-09,4,8
LX,658.84,2024-08-09T19:00:00,2024-08-10T05:00:00,2024-08-09,4,8
LX,658.84,2024-08-09T16:15:00,2024-08-10T06:10:00,2024-08-09,4,8
LX,658.84,2024-08-09T20:30:00,2024-08-10T10:25:00,2024-08-09,4,8
LX,658.84,2024-08-09T19:00:00,2024-08-10T05:00:00,2024-08-09,4,8
LX,658.84,2024-08-09T20:30:00,2024-08-10T10:25:00,2024-08-09,4,8
LH,659.75,2024-08-09T17:20:00,2024-08-10T07:20:00,2024-08-09,4,8
LH,659.75,2024-08-09T17:20:00,2024-08-10T07:20:00,2024-08-09,4,8
LH,659.96,2024-08-09T20:00:00,2024-08-10T04:00:00,2024-08-09,4,8
LH,659.96,2024-08-09T20:00:00,2024-08-10T04:00:00,2024-08-09,4,8
LH,659.96,2024-08-09T15:45:00,2024-08-10T05:25:00,2024-08-09,4,8
LH,659.96,2024-08-09T20:00:00,2024-08-10T11:00:00,2024-08-09,4,8
LH,659.96,2024-08-09T20:00:00,2024-08-10T11:00:00,2024-08-09,4,8
LH,659.96,2024-08-09T18:00:00,2024-08-10T07:00:00,2024-08-09,4,8
LH,659.96,2024-08-09T04:00:00,2024-08-09T17:25:00,2024-08-09,4,8
LH,659.96,2024-08-09T04:00:00,2024-08-09T17:25:00,2024-08-09,4,8
LH,659.96,2024-08-09T21:50:00,2024-08-10T11:45:00,2024-08-09,4,8
LH,659.96,2024-08-09T21:50:00,2024-08-10T11:45:00,2024-08-09,4,8
OS,665.15,2024-08-09T21:45:00,2024-08-10T11:55:00,2024-08-09,4,8
OS,665.15,2024-08-09T19:00:00,2024-08-10T08:00:00,2024-08-09,4,8
OS,665.15,2024-08-09T21:45:00,2024-08-10T11:55:00,2024-08-09,4,8
OS,665.15,2024-08-09T19:00:00,2024-08-10T08:00:00,2024-08-09,4,8
SN,665.47,2024-08-09T18:10:00,2024-08-10T07:40:00,2024-08-09,4,8
MS,683.81,2024-08-09T12:00:00,2024-08-10T05:20:00,2024-08-09,4,8
MS,683.81,2024-08-09T12:00:00,2024-08-10T05:20:00,2024-08-09,4,8
LX,686.34,2024-08-09T19:25:00,2024-08-10T09:15:00,2024-08-09,4,8
LX,686.34,2024-08-09T19:25:00,2024-08-10T09:15:00,2024-08-09,4,8
LX,686.34,2024-08-09T19:25:00,2024-08-10T09:15:00,2024-08-09,4,8
AF,705.25,2024-08-09T16:30:00,2024-08-10T05:55:00,2024-08-09,4,8
AF,705.25,2024-08-09T01:00:00,2024-08-09T14:15:00,2024-08-09,4,8
AF,705.25,2024-08-09T23:15:00,2024-08-10T12:40:00,2024-08-09,4,8
AF,705.25,2024-08-09T21:30:00,2024-08-10T11:05:00,2024-08-09,4,8
AF,705.25,2024-08-09T23:15:00,2024-08-10T12:40:00,2024-08-09,4,8
AF,705.25,2024-08-09T01:00:00,2024-08-09T14:15:00,2024-08-09,4,8
AF,716.55,2024-08-09T17:35:00,2024-08-10T06:50:00,2024-08-09,4,8
AF,716.55,2024-08-09T21:15:00,2024-08-10T10:35:00,2024-08-09,4,8
AF,716.55,2024-08-09T21:15:00,2024-08-10T10:35:00,2024-08-09,4,8
IB,730.72,2024-08-09T17:00:00,2024-08-10T07:15:00,2024-08-09,4,8
IB,741.97,2024-08-09T23:40:00,2024-08-10T13:25:00,2024-08-09,4,8
IB,742.54,2024-08-09T20:45:00,2024-08-10T10:10:00,2024-08-09,4,8
IB,742.54,2024-08-09T16:45:00,2024-08-10T06:10:00,2024-08-09,4,8
IB,742.54,2024-08-09T20:45:00,2024-08-10T10:10:00,2024-08-09,4,8
IB,742.54,2024-08-09T19:05:00,2024-08-10T08:25:00,2024-08-09,4,8
IB,742.54,2024-08-09T19:05:00,2024-08-10T08:25:00,2024-08-09,4,8
LO,751.28,2024-08-09T22:20:00,2024-08-10T13:05:00,2024-08-09,4,8
LO,751.28,2024-08-09T17:45:00,2024-08-10T08:15:00,2024-08-09,4,8
IB,755.72,2024-08-09T15:12:00,2024-08-09T17:30:00,2024-08-09,4,8
S4,775.2,2024-08-09T20:55:00,2024-08-10T06:50:00,2024-08-09,4,8
TK,781.48,2024-08-09T00:20:00,2024-08-09T17:15:00,2024-08-09,4,8
AY,788.05,2024-08-09T22:55:00,2024-08-10T14:00:00,2024-08-09,4,8
AY,788.05,2024-08-09T22:55:00,2024-08-10T14:00:00,2024-08-09,4,8
S4,795.2,2024-08-09T20:55:00,2024-08-10T06:50:00,2024-08-09,4,8
S4,821.2,2024-08-09T20:55:00,2024-08-10T06:50:00,2024-08-09,4,8
UX,1281.62,2024-08-09T18:15:00,2024-08-10T07:45:00,2024-08-09,4,8
EI,2808.09,2024-08-09T21:05:00,2024-08-10T08:50:00,2024-08-09,4,8
EI,2808.09,2024-08-09T16:55:00,2024-08-10T04:25:00,2024-08-09,4,8
EI,2808.09,2024-08-09T16:55:00,2024-08-10T04:25:00,2024-08-09,4,8
EI,2808.09,2024-08-09T21:05:00,2024-08-10T08:50:00,2024-08-09,4,8
SN,4111.96,2024-08-09T18:00:00,2024-08-10T07:00:00,2024-08-09,4,8
UA,6715.05,2024-08-09T15:45:00,2024-08-09T17:30:00,2024-08-09,4,8
UA,6715.05,2024-08-09T10:30:00,2024-08-09T12:15:00,2024-08-09,4,8
TP,262.66,2024-08-10T22:05:00,2024-08-11T10:00:00,2024-08-10,5,8
TP,262.66,2024-08-10T22:05:00,2024-08-11T10:00:00,2024-08-10,5,8
FI,379.73,2024-08-10T13:00:00,2024-08-10T22:35:00,2024-08-10,5,8
AT,436.2,2024-08-10T20:45:00,2024-08-11T08:50:00,2024-08-10,5,8
AT,436.2,2024-08-10T11:50:00,2024-08-10T23:55:00,2024-08-10,5,8
UX,476.62,2024-08-10T22:05:00,2024-08-11T11:25:00,2024-08-10,5,8
S4,482.57,2024-08-10T20:55:00,2024-08-11T06:50:00,2024-08-10,5,8
S4,482.57,2024-08-10T20:55:00,2024-08-11T06:50:00,2024-08-10,5,8
FI,499.73,2024-08-10T20:25:00,2024-08-11T06:15:00,2024-08-10,5,8
AZ,501.32,2024-08-10T14:25:00,2024-08-10T16:00:00,2024-08-10,5,8
AZ,501.32,2024-08-10T11:30:00,2024-08-10T13:16:00,2024-08-10,5,8
AZ,501.32,2024-08-10T11:13:00,2024-08-10T12:41:00,2024-08-10,5,8
AZ,501.32,2024-08-10T09:59:00,2024-08-10T11:19:00,2024-08-10,5,8
AZ,501.32,2024-08-10T08:00:00,2024-08-10T09:46:00,2024-08-10,5,8
JU,506.7,2024-08-10T19:30:00,2024-08-11T10:20:00,2024-08-10,5,8
JU,506.7,2024-08-10T19:30:00,2024-08-11T10:20:00,2024-08-10,5,8
TP,574.66,2024-08-10T19:25:00,2024-08-10T20:59:00,2024-08-10,5,8
TP,574.66,2024-08-10T14:59:00,2024-08-10T16:23:00,2024-08-10,5,8
TP,574.66,2024-08-10T13:30:00,2024-08-10T14:48:00,2024-08-10,5,8
TP,574.66,2024-08-10T14:59:00,2024-08-10T16:23:00,2024-08-10,5,8
TP,574.66,2024-08-10T13:30:00,2024-08-10T14:48:00,2024-08-10,5,8
S4,603.57,2024-08-10T20:55:00,2024-08-11T06:50:00,2024-08-10,5,8
TK,608.48,2024-08-10T06:55:00,2024-08-10T23:40:00,2024-08-10,5,8
TK,608.48,2024-08-10T06:55:00,2024-08-10T23:40:00,2024-08-10,5,8
AZ,624.32,2024-08-10T16:05:00,2024-08-11T06:40:00,2024-08-10,5,8
AZ,624.32,2024-08-10T17:40:00,2024-08-11T08:15:00,2024-08-10,5,8
AZ,624.32,2024-08-10T21:30:00,2024-08-11T12:05:00,2024-08-10,5,8
AC,624.32,2024-08-10T09:00:00,2024-08-10T10:29:00,2024-08-10,5,8
AC,624.32,2024-08-10T09:00:00,2024-08-10T10:29:00,2024-08-10,5,8
AC,629.62,2024-08-10T15:45:00,2024-08-10T17:30:00,2024-08-10,5,8
AC,629.62,2024-08-10T10:30:00,2024-08-10T12:15:00,2024-08-10,5,8
UA,641.25,2024-08-10T20:30:00,2024-08-11T10:30:00,2024-08-10,5,8
UA,641.25,2024-08-10T16:15:00,2024-08-11T06:10:00,2024-08-10,5,8
UA,642.16,2024-08-10T17:30:00,2024-08-11T07:30:00,2024-08-10,5,8
UA,642.16,2024-08-10T17:30:00,2024-08-11T07:30:00,2024-08-10,5,8
UA,642.37,2024-08-10T15:45:00,2024-08-11T05:25:00,2024-08-10,5,8
UA,642.37,2024-08-10T21:50:00,2024-08-11T11:45:00,2024-08-10,5,8
UA,642.37,2024-08-10T21:50:00,2024-08-11T11:45:00,2024-08-10,5,8
